mvar_1,689.338638253,1304.27592306,9165,0.169650819023,Type=Float
mvar_2,0.111230192146,0.506210569968,10716,0.0366619660973,Type=Int
mvar_3,2604.43844811,387.860327013,21783,0.296670684787,Type=Float
mvar_4,3.21565246646,2.46231647102,0,0.000671294090005,Type=Int
mvar_5,0.287356321839,0.919647106208,2377,0.0564548594785,Type=Int
mvar_6,3.20757811514,2.47030724111,0,0.000489806467822,Type=Int
mvar_7,3.98666890954,3.05043172211,0,0.000507060050648,Type=Int
mvar_8,79.9356352948,60.2327169508,0,0.215561617929,Type=Float
mvar_9,1.62706589848,1.29563054011,0,0.000459900087611,Type=Int
mvar_11,2.40880608941,1.88558954082,0,0.000712509626535,Type=Int
mvar_12,168.603916391,82.4725873117,5227,0.1684951646,Type=Float
mvar_13,3.99470120695,3.04428071632,0,0.000596300417533,Type=Int
mvar_14,0.0868413305858,0.28160240391,0,0.00618314705414,Type=Binary
mvar_15,0.152308752584,0.464701474971,6367,0.00132137450087,Type=Int
mvar_16,0.197016605685,3.29658320739,9567,0.00111520596091,Type=Int
mvar_17,285.001163947,1206.22047367,6367,0.09158689014,Type=Float
mvar_18,0.028571231811,0.0389896925505,6469,0.0742036047801,Type=Float
mvar_19,16.1221817487,13.3945860028,17587,0.190689357826,Type=Float
mvar_20,373.600177484,1916.90469683,0,0.075352447136,Type=Float
mvar_21,0.0143269786251,0.162029108742,6469,0.0120057372562,Type=Int
mvar_22,1.63875688633,1.30213994186,0,0.000353351070136,Type=Int
mvar_23,6.3395432945,4.86043288959,0,0.000736301498395,Type=Int
mvar_24,654.249145005,1078.61861273,12156,0.129590515469,Type=Float
mvar_25,6.34629365481,12.1781356986,2046,0.142194598875,Type=Int
mvar_26,66.2288358564,337.732797583,6367,0.185885211096,Type=Float
mvar_27,0.0542754736303,0.301767111449,14014,0.0336152011306,Type=Int
mvar_28,0.846665867114,1.40841210146,7103,0.0199972350551,Type=Int
mvar_29,1.64234672431,2.01277695428,7126,0.034181977238,Type=Float
mvar_30,15.1366170375,8.22162963316,12844,0.237603488748,Type=Float
mvar_31,0.0,0.0,22867,-8.881784197e-06,Type=Int
mvar_32,313.298322738,920.562853963,2046,0.210635144786,Type=Float
mvar_33,0.277261449178,0.447646666443,0,6.1896747283e-05,Type=Binary
mvar_34,17.2415061329,17.5711089508,18056,0.191954910111,Type=Float
mvar_35,1.62740232979,1.29634384536,0,0.000378630627042,Type=Int
mvar_36,0.212400800052,0.559555680229,8280,0.0410600639855,Type=Int
mvar_37,220.86962548,489.293849014,10088,0.147491103688,Type=Float
mvar_38,53.3189559647,4.63346145208,10984,0.184839908966,Type=Float
mvar_39,162.337469769,549.47130348,6367,0.0469646778204,Type=Float
mvar_40,8.57466519464,9.5991920238,2946,0.0375101569758,Type=Int
