702.2730772,0,,1,0,4,1,31.40863625,1,3,202.3866348,3,No,2,11.11111111,0,0.008695652,14.55823293,111.5080112,0,1,4,327.9391106,0,71.94736403,0,4,1,15.05777723,3.112877393,133.3202368,No,13.35195159,1,1,328.8303955,54.89233851,53.23396327,2,0
,,,3,0,4,8,14.37013548,0,3,60.14319809,5,No,0,0,0,0.086956522,,100.00001,0,0,1,,0,0,1,0,0,,,0,Yes,,2,0,,,0,9,0
539.0947964,0,,2,0,2,5,3.031582985,2,3,95.4653938,2,No,0,5.555555556,0,0.007246377,,240.000024,0,2,6,326.3517964,0,9.056136128,,1,4,22.36841537,0.56183939,277.2057227,No,,4,0,109.6843306,54.95993991,97.34210426,6,0
,,,4,,1,9,31.01900255,1,1,,3,No,,,,,,40.000004,,2,4,,,,,,,,,,Yes,,1,,,,,,0
,,,4,0,4,6,167.865507,5,0,70.64439141,1,No,,0,,,,200.00002,,5,7,,0,,,0,1,,,0,No,,2,0,,,,1,0
2011.679282,0,,2,0,5,3,90.92259797,3,3,191.8854415,14,No,0,11.11111111,0,0.010869565,25.14656327,544.8000545,0,1,2,317.1453742,0,16.69489915,0,4,1,19.78069589,0.297394859,168.8128705,Yes,0,0,0,121.2593386,55.08262394,0,23,0
,,,1,,3,7,78.92881141,3,0,,6,No,,,,,,100.00001,,2,4,,,,,,,,,,Yes,,3,,,,,,0
,,,4,0,6,3,64.0692203,1,2,29.59427208,8,No,,0,,0.043478261,,40.000004,0,1,5,,0,,,,,,,0,Yes,,1,,,,,6,0
,,,4,0,4,2,49.41050829,1,3,,1,No,,0,,,,140.000014,,0,5,,0,,,,,,,0,No,,0,,,,,5,0
,,,9,1,7,10,71.351688,4,1,34.36754177,2,No,0,0,0,,,240.000024,,2,13,,0,0,,0,0,,,0,No,,0,0,,,0,14,0
,,,4,3,1,5,113.3407754,0,1,83.0548926,0,No,,0,,0.282608696,,130.000013,0,3,2,,0,,,0,2,,,0,No,,2,0,,,,7,0
11.8451133,0,,2,2,1,8,141.2585105,0,1,124.1050119,4,No,,0,,0.086956522,,140.000014,0,1,0,394.9237692,0,,,0,2,22.23782678,5.25669336,0,No,,3,0,659.7198069,54.93115707,,5,0
,,,2,0,2,5,208.7148649,2,4,102.1479714,5,No,0,0,0,0.014492754,,92.0000092,0,3,4,,0,0,,,,,,0,Yes,,2,,,,0,7,0
47.38045319,,,1,0,3,6,44.65391844,2,1,107.875895,1,No,0,0,0,0.02173913,,120.000012,0,1,5,,0,0,,0,1,,,270.9656225,Yes,,3,0,,,0,8,0
,,,7,0,0,2,158.2968522,1,1,149.8806683,1,No,0,0,0,0.02173913,,168.0000168,0,0,7,,0,0,,0,,,,206.4845867,No,,1,,,,0,9,0
4.738045319,,,3,1,4,11,163.1414369,2,2,,4,No,0,0,0,,,67.20000672,,1,0,,0,0,,0,1,,,0,No,,0,0,,,0,10,0
159.9090295,0,,7,0,4,1,82.94763126,1,2,228.1622912,1,No,0,0,133.3333333,0.007246377,,700.00007,0,1,8,412.3842253,0,28.49797962,,1,2,2.750366404,0.006579331,126.5188577,No,,2,0,3.394593692,50.63595393,0,44,0
71.07067979,0,2408.516717,2,0,7,5,128.8461611,1,3,324.5823389,1,No,0,0,400,0.004658385,,240.000024,0,3,24,583.8141573,30,47.48827061,,0,7,11.030231,0.864280583,821.3820832,Yes,,0,0,168.7280012,52.53461219,0,2,1
165.7842057,0,,0,1,1,2,143.853399,0,1,136.5155131,4,No,,0,,0.032608696,,340.000034,0,0,7,,0,,,1,1,,,21.85685903,No,,5,0,0,,,6,0
,,,7,,1,4,152.622817,3,3,,1,No,,,,,,244.0000244,,0,4,,,,,,,,,,Yes,,1,,,,,,0
,,,2,1,7,5,163.7130044,0,0,30.54892601,8,No,,0,,,,128.0000128,,1,6,,0,,,,,,,0,No,,2,,,,,3,0
,,,1,0,1,2,26.26677809,1,3,103.1026253,12,No,,0,,0.032608696,,73.92000739,0,2,11,,0,,,,,,,32.2570261,No,,1,,,,,,0
,,,8,,8,3,41.68806722,2,7,,5,No,0,,0,,,320.000032,,1,2,,,24.05771343,,,,,,,Yes,,3,,,,66.92269668,,1
85.28481575,0,,5,0,7,0,133.7707043,0,3,224.3436754,3,No,0,0,0,0.02173913,16.69641529,48.0000048,0,2,11,410.4794483,30,6.020699919,0,0,0,13.57986265,0.814474057,29.78079584,Yes,,1,0,49.97287108,53.56034051,439.5604396,6,0
,,,1,0,2,1,91.69491763,1,1,46.77804296,7,No,,0,,,,48.0000048,,0,2,,0,,,0,,,,0,No,,2,,,,,3,0
,0,,3,4,6,4,51.63686702,2,1,85.91885442,2,No,0,5.555555556,0,0.239130435,37.14859438,72.0000072,0,1,1,317.1453742,0,0,0,0,1,25.19695862,0.237306592,0,No,,2,0,18.53114262,55.58337506,0,17,0
14.21413596,,,0,0,3,4,92.07522523,3,4,122.1957041,4,No,0,0,0,,,76.80000768,,3,12,,0,0,,0,,,,0,No,,3,,,,0,8,0
54.48752117,0,,5,0,4,2,70.34044225,1,0,195.7040573,1,No,0,11.11111111,0,0.013043478,,112.0000112,0,0,13,333.3359789,0,13.74726482,1,0,2,18.15399953,0.297730318,125.2972508,Yes,1.675643327,2,0,31.55302661,54.18127191,0,0,0
,,,1,0,4,8,46.86184527,1,4,,6,No,,0,,,,160.000016,,0,6,,0,,,,0,,,0,No,,4,,,,,5,0
277.1756512,0,2422.321415,2,0,9,6,260.5657011,1,2,180.4295943,1,No,0,16.66666667,0,0.01863354,,234.4000234,0,1,1,343.1773268,0,14.58765418,0,2,1,18.81895239,0.549745,64.21690456,No,,3,1,105.1767554,54.44500084,196.2051789,7,1
1191.334115,0,,1,0,5,4,38.98170446,2,1,150.8353222,4,No,0,11.11111111,906.6666667,0.010869565,,1572.000157,0,1,13,339.0503099,0,264.8731671,0,2,5,20.37574439,0.362286047,983.5916729,Yes,,3,0,407.1842958,54.9309258,1616.791513,4,0
,0,,1,0,4,3,207.7192945,2,1,202.3866348,3,No,0,0,0,0.02173913,0,84.0000084,0,3,12,,30,0,,,,,0.412591176,13.20656135,Yes,0,4,,35.67105831,54.03730596,0,4,0
60.50483873,0,,3,0,6,2,52.92129459,0,0,113.6038186,0,No,0,0,0,0.02173913,,150.000015,0,3,8,,0,0,,0,3,,,0,No,,2,0,0,,0,5,0
,,,3,0,5,3,167.4573056,3,1,,1,No,,0,,,,28.0000028,,2,5,,0,,,,,,,0,No,,2,,,,,10,0
132.6652689,0,,1,0,3,5,49.73928951,4,1,222.4343675,3,No,0,5.555555556,0,0.02173913,17.57028112,320.000032,0,1,9,347.3043437,30,25.18659466,0,0,0,19.07899646,0.521900302,14.72531591,No,,2,0,130.9979271,54.3565348,438.0394692,13,0
3127.157291,0,,1,0,2,0,107.5310377,2,2,334.1288783,2,No,0,0,7333.333333,0,,1200.00012,0,0,13,4920.356511,30,93.84765999,,1,6,1.364080731,0.10794312,1331.320433,No,,2,0,93.323502,50.3304047,0,,1
