mvar_1,582.912423567,1101.2876669,2598,0.179769497289,163.381145328502100,2.72536092208e-69,Type=Float
mvar_2,0.110163468372,0.469332922241,3012,0.0366645345706,40.572366985659038,3.52362656219e-18,Type=Int
mvar_3,2618.8650994,825.12708725,6650,0.324444897384,8.825941038649463,0.0030925431275,Type=Float
mvar_4,3.22936540854,2.47962756341,0,0.00082793269724,0.135920145170847,0.872914566407,Type=Int
mvar_5,0.249270913277,0.853252909475,718,0.0480176627708,60.691487990554947,7.66771558492e-27,Type=Int
mvar_6,3.19010092631,2.42594196512,0,0.00159383679165,0.844727437801681,0.429716857449,Type=Int
mvar_7,3.98078252454,3.04894241967,0,0.00187909424902,0.685135398900970,0.50405470168,Type=Int
mvar_8,80.4698651435,60.7074294853,0,0.233868164113,0.244219565600218,0.783322087838,Type=Float
mvar_9,1.61965989216,1.2771960273,0,0.000938517044324,0.104697960066665,0.900597863018,Type=Int
mvar_11,2.41600995438,1.87650031398,0,0.000942597108905,1.014077547925380,0.362788470553,Type=Int
mvar_12,171.636685804,76.688620044,1425,0.164832873448,1890.729589517343356,0.0,Type=Float
mvar_13,4.02751278861,3.05703027711,0,0.00150077896777,1.244372780183951,0.288183267047,Type=Int
mvar_14,0.0723074796074,0.258996347465,0,0.00998190608695,30.387544163344160,7.21133523576e-14,Type=Binary
mvar_15,0.164983772088,0.482293745781,1687,0.00327587470788,3.295091123592663,0.037137283225,Type=Int
mvar_16,0.163857677903,2.85762743487,2961,0.00218910339231,0.787913054462832,0.454859059148,Type=Int
mvar_17,218.638153623,995.552445137,1687,0.083026627029,160.468500079657531,1.78771299367e-68,Type=Float
mvar_18,0.0260841383032,0.0321637608508,1712,0.0685255187271,170.022245718302656,2.21868032845e-72,Type=Float
mvar_19,15.9187295248,14.2930875593,5281,0.213864932189,91.407549251284834,1.13557695964e-38,Type=Float
mvar_20,319.154389582,1570.50088,0,0.070625482225,5.826648157057004,0.00296180171593,Type=Float
mvar_21,0.0152146350299,0.206190189511,1712,0.0111129868261,4.259257484106372,0.0141792846089,Type=Int
mvar_22,1.63016728882,1.29701491275,0,0.000997716224574,0.785878585158560,0.455758062495,Type=Int
mvar_23,6.3641642472,4.79948830417,0,0.00247065774564,1.549277770854177,0.212471826776,Type=Int
mvar_24,601.067648584,990.152758694,3432,0.147776590924,84.373331303778428,1.40546724184e-36,Type=Float
mvar_25,6.66942273001,12.4026095431,581,0.12759834811,608.615099331342890,1.89319740724e-243,Type=Int
mvar_26,56.4713350092,452.313713728,1687,0.211568455282,27.725899785193768,1.04382026101e-12,Type=Float
mvar_27,0.0504148053606,0.279046181017,4099,0.0331556523379,17.262993284663157,3.4979400353e-08,Type=Int
mvar_28,0.83346198379,1.39243681926,2051,0.00958076787907,18.745802341924843,7.7290791165e-09,Type=Int
mvar_29,1.71142857143,2.17009169373,1983,0.0250252116683,120.304644247216800,8.22048724005e-52,Type=Float
mvar_30,15.310767299,8.70475822777,3709,0.258249216206,270.496714211230596,5.24984595891e-110,Type=Float
mvar_31,0.0,0.0,6914,-8.881784197e-06,nan,nan,Type=Int
mvar_32,276.924830179,876.72921151,581,0.222522512197,220.370991437480740,2.15062036773e-93,Type=Float
mvar_33,0.304714502972,0.460286405025,0,0.000307519579571,0.929730424111315,0.394707266068,Type=Binary
mvar_34,17.5410307574,17.4445064054,5416,0.216440974256,179.375637855460212,4.45453622311e-39,Type=Float
mvar_35,1.64606663902,1.30011488479,0,0.000964236723932,1.731536051503561,0.177085698243,Type=Int
mvar_36,0.211287988423,0.548658535817,2396,0.0304806270064,75.923871243240768,3.4195720919e-33,Type=Int
mvar_37,203.396606577,384.738642845,2822,0.192797421026,42.001712187228165,8.52161333652e-19,Type=Float
mvar_38,53.2582234523,4.91009570577,3076,0.210080423872,16.005431837717737,1.19007700418e-07,Type=Float
mvar_39,145.637713113,593.560346965,1687,0.0609775319739,29.716003877208600,1.45612686231e-13,Type=Float
mvar_40,8.83059936909,10.4148194564,893,0.042744858744,187.443926530860153,8.1493200898e-80,Type=Int
Important indices = [0, 1, 2, 4, 10, 12, 15, 16, 17, 18, 22, 23, 24, 25, 26, 27, 28, 30, 32, 34, 35, 36, 37, 38]
Important vars = [u'mvar_1', u'mvar_2', u'mvar_3', u'mvar_5', u'mvar_12', u'mvar_14', u'mvar_17', u'mvar_18', u'mvar_19', u'mvar_20', u'mvar_24', u'mvar_25', u'mvar_26', u'mvar_27', u'mvar_28', u'mvar_29', u'mvar_30', u'mvar_32', u'mvar_34', u'mvar_36', u'mvar_37', u'mvar_38', u'mvar_39', u'mvar_40']
