,0,,3,0,3,2,23.811487619,0,0,0,211.93317422,4,No,0,0,0,0.0217391304,,200.00002,0,0,8,319.68507687,1,43.524643164,0,,0,22.682697956,3.9880809854,0,No,,1,,667.34373044,55.029210482,547.54933648,28,?
,0,,5,0,5,5,147.99398238,5,1,3,117.42243437,4,No,,11.111111111,,0.0217391304,17.463794572,176.0000176,0,2,0,317.14537417,0,,0,0,1,21.713344446,0.2121005194,18.225054663,No,0,2,0,31.942570153,55.466533133,,66,?
3653.6488872,1,2735.223186,5,0,0,10,14.703753006,1,0,3,285.44152745,2,No,1,11.111111111,0,0.0081521739,,800.00008,0,1,2,317.14537417,30,279.83711498,0,2,5,22.369971082,7.2482317215,658.08295206,No,,2,0,4245.0785348,55.233650476,1806.9128104,1,?
719.5195622,0,,2,0,2,6,87.579414224,1,0,2,198.56801909,4,No,1,38.888888889,133.33333333,0.015942029,,256.0000256,0,4,4,325.71687077,0,122.80973522,0,7,1,15.465056228,1.3943327157,141.27719004,No,4.7616737024,2,1,301.72929507,54.865631781,369.59580212,11,?
4285.7515132,1,,2,0,1,5,8.9029103705,1,0,1,270.16706444,3,No,1,38.888888889,0,0.0057971014,25.289811729,382.56003826,0,3,0,380.0030159,30,189.15032245,0,5,9,21.247792321,9.7139271498,932.11910007,No,46.970914297,5,1,2954.4651428,56.190167604,2065.4777748,1,?
104.23699703,0,,4,0,1,1,131.55900886,2,0,3,182.33890215,5,No,0,16.666666667,0,0.027173913,30.120481928,180.000018,0,0,1,326.35179644,0,4.7162149365,1,2,1,20.425921815,0.5888157656,38.067913091,No,,3,0,90.318451843,54.74211317,0,20,?
,,,1,1,2,4,3.5968408605,1,,2,,7,No,,0,,,,80.000008,,2,3,,0,,,,,,,0,No,,2,,,,,14,?
1545.2661005,0,,1,0,3,8,123.84837103,3,1,3,161.33651551,2,No,0,0,1333.3333333,0.0144927536,8.7416331995,392.0000392,0,2,10,317.14537417,0,1112.0734475,0,2,2,19.763728593,8.1091497356,528.26245399,No,,1,0,2442.4936351,56.627941913,4739.3437013,3,?
1612.1199199,0,2998.8057239,2,0,5,3,56.97831728,0,0,2,294.03341289,2,No,,11.111111111,,0.0108695652,,652.0000652,0,4,10,400.6381003,30,,,1,5,21.077206205,1.6066771333,1670.6960436,No,,1,0,775.19164151,54.856952095,,0,?
,,,3,1,6,0,147.08056078,1,0,1,,3,No,0,0,0,,,300.00003,,0,16,,0,0,,0,1,,,0,No,,1,0,,,0,7,?
,,,0,0,1,5,104.57051582,2,,1,42.959427208,9,No,,0,,,,140.000014,,3,5,,0,,,,,,,0,No,,1,,,,,16,?
1241.0362105,,,2,0,1,8,106.99720008,4,0,4,151.78997613,3,No,0,0,0,0.0260869565,,288.0000288,0,2,1,,0,35.497043272,,5,2,,,0,Yes,,0,0,0,,0,2,?
,0,,1,,8,8,62.072477535,0,0,6,,3,No,,5.5555555556,,0.0217391304,35.47523427,175.60001756,0,0,7,317.14537417,30,,0,,0,24.060997478,0.0981026431,0,No,,1,,14.747005384,55.332999499,,,?
,,,2,0,4,3,101.68463557,0,0,5,69.68973747,6,Yes,0,0,0,0.1086956522,,400.00004,0,1,15,,0,0,,0,2,,,8.02298602,No,,1,0,,,0,8,?
37.904362555,0,,3,0,1,6,93.169634991,1,0,7,308.35322196,3,No,0,0,0,0.0108695652,,52.0000052,0,0,8,571.11564377,30,0,0,0,1,,0,26.4131227,No,,1,0,0,50.025037556,0,0,?
132.66526894,0,,1,0,1,1,29.097525931,3,0,1,219.57040573,0,No,0,11.111111111,0,0.018115942,0,257.08802571,0,0,4,318.41522552,0,4.5531543137,0,0,0,22.365793924,0.3441498704,126.15567729,Yes,,1,0,71.286467536,55.012518778,41.066200236,1,?
59.225566493,0,,1,0,3,0,181.40722069,1,,3,198.56801909,7,No,0,5.5555555556,0,0.0155279503,10.987345609,120.000012,0,0,1,,0,25.412370908,,0,,,0.4339931359,64.249920967,Yes,15.717624742,1,,48.414696921,54.131196795,197.72614928,11,?
,,,6,,9,5,177.71167059,1,,3,,5,No,,,,,,134.40001344,,2,3,,,,,,,,,,Yes,,4,,,,,,?
130.34362674,0,,8,0,4,7,35.495863164,2,0,1,165.15513126,2,No,0,5.5555555556,146.93333333,0.0217391304,,300.00003,0,2,8,360.00285717,0,38.657910729,0,1,1,13.308213898,0.2549379557,239.79813771,No,,3,0,60.434897536,54.356534802,51.712992889,4,?
,,,1,,1,5,85.547922163,1,,3,,10,No,,,,,,120.000012,,4,21,,,,,,,,,,No,,0,,,,,1,?
1306.5159968,0,,4,0,2,8,40.059703801,1,1,1,276.849642,3,No,0,0,1066.6666667,0.0144927536,1.1904761905,800.00008,0,3,1,359.36793149,29,226.00202321,0,2,1,6.0250837001,0.7754390766,2080.3305602,No,0,0,2,454.15211675,54.366549825,0,15,?
,,,6,3,6,1,97.591561423,1,,3,134.60620525,5,No,0,0,0,0.052173913,,140.000014,0,1,8,,0,0,,0,,,,0,Yes,,1,,,,0,24,?
23.690226597,,,6,0,4,1,140.3899787,0,0,0,147.97136038,4,No,0,0,0,0.0108695652,,81.60000816,0,6,3,,0,0,,0,1,,,70.423988398,No,,0,0,,,0,1,?
,0,,0,,2,2,106.15858618,1,0,3,,0,No,,5.5555555556,,0.0217391304,26.725951425,100.00001,0,2,3,361.90763419,30,,0,,0,18.121543493,0.3186892125,4.6553128758,No,,2,,31.107833999,54.023892982,,9,?
